actual_alloy,actual_alloy_d_max,generated_alloy,generated_alloy_d_max,gain
Mg23.100000381469727Ca15.399999618530273Cu7.699999809265137Ag53.79999923706055,0.5,Mg21.0Ca27.8Cu28.8Ag22.1,2.0,1.5
B20.0Fe70.0Y3.0Nb4.0Hf3.0,3.5,B17.8Fe27.9Y23.3Nb17.9Hf12.9,4.0,0.5
B20.0Fe72.0Y1.0Nb4.0Hf3.0,3.0,B17.8Fe27.9Y23.3Nb17.9Hf12.9,4.0,1.0
Al8.0Ni3.0Cu19.0Zr70.0,0.2,Al19.6Ni27.6Cu31.1Zr21.5,2.0,1.8
Al8.0Si3.5Ti19.0Ni42.0Cu5.0Zr22.5,3.0,Al19.0Si17.8Ti19.2Ni16.0Cu13.1Zr14.7,4.0,1.0
Al5.0Ti2.5Ni60.0Zr20.0Nb12.5,2.0,Al17.4Ti24.1Ni28.7Zr16.2Nb13.3,4.0,2.0
Al5.0Ti7.5Ni60.0Zr20.0Nb7.5,2.0,Al17.4Ti24.1Ni28.7Zr16.2Nb13.3,4.0,2.0
Fe58.0Ag42.0,0.0,Fe48.9Ag51.0,2.0,2.0
Si2.0Ti13.0Ni59.0Zr15.0Nb8.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
B4.0C4.0Si3.0P10.0Fe79.0,1.0,B18.1C23.8Si25.4P18.5Fe13.9,3.0,2.0
Fe37.0Ag63.0,0.0,Fe48.9Ag51.0,2.0,2.0
B2.0C19.0Cr15.0Fe49.0Mo14.0Er1.0,3.0,B19.5C19.4Cr16.9Fe16.2Mo13.8Er13.9,4.0,1.0
Mg15.399999618530273Ca30.700000762939453Cu7.699999809265137Ag46.20000076293945,0.8,Mg21.0Ca27.8Cu28.8Ag22.1,2.0,1.2
B3.0C18.0Cr6.0Fe52.599998474121094Co5.849999904632568Mo14.0Er0.5,3.0,B18.4C15.3Cr11.9Fe12.9Co13.8Mo12.3Er15.1,4.300973862447199,1.300973862447199
B4.0C4.0P12.0Fe65.0Co10.0Ga5.0,2.0,B16.8C17.7P22.0Fe16.2Co12.8Ga14.3,4.0,2.0
Ti44.099998474121094Ni7.050000190734863Cu37.0Zr9.800000190734863Sn2.0,2.0,Ti17.9Ni23.9Cu28.2Zr15.9Sn13.9,5.0,3.0
B2.0C10.0P12.0Fe71.0Nb3.0Mo2.0,1.0,B17.2C20.1P20.5Fe16.2Nb12.3Mo13.4,4.0,3.0
B0.5Al7.0Si3.0Sc3.0Ti53.0Ni18.5Cu15.0,2.0,B19.7Al13.0Si13.6Sc12.4Ti11.9Ni13.7Cu15.4,5.0,3.0
Si2.0Ti9.0Ni59.0Zr21.0Nb6.0Sn3.0,3.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,4.0
B5.0C7.0Si3.299999952316284P8.699999809265137Fe75.0Ga1.0,3.0,B20.5C19.7Si16.3P16.1Fe13.5Ga13.6,4.0,1.0
B5.0C7.0Si3.299999952316284P8.699999809265137Fe75.0Ga1.0,3.0,B20.5C19.7Si16.3P16.1Fe13.5Ga13.6,4.0,1.0
Be22.5C8.0Ti14.0Ni2.0Cu12.5Zr41.0,3.0,Be18.4C18.8Ti18.5Ni15.5Cu14.2Zr14.4,4.0,1.0
Ni50.0Nd50.0,0.0,Ni50.0Nd49.9,2.5,2.5
Mg7.699999809265137Ca30.799999237060547Cu7.699999809265137Ag53.79999923706055,0.3,Mg21.0Ca27.8Cu28.8Ag22.1,2.0,1.7
B19.200000762939453Si4.800000190734863Fe68.0999984741211Nb4.0Tb3.8399999141693115,3.5,B17.5Si27.1Fe22.8Nb18.0Tb14.3,5.0,1.5
B19.200000762939453Si4.800000190734863Fe14.399999618530273Ni57.599998474121094Nb4.0,2.0,B17.4Si25.8Fe26.2Ni17.5Nb12.9,4.0,2.0
B20.0Fe70.0Y3.0Nb4.0Hf3.0,3.5,B17.8Fe27.9Y23.3Nb17.9Hf12.9,4.0,0.5
Ti10.0Ni5.0Cu55.0Zr30.0,2.0,Ti21.5Ni26.9Cu28.9Zr22.6,3.0,1.0
Al8.0Si3.5Ti19.0Ni42.0Cu5.0Zr22.5,3.0,Al19.0Si17.8Ti19.2Ni16.0Cu13.1Zr14.7,4.0,1.0
Al7.0Ni10.5Cu10.5Pr72.0,1.5,Al21.1Ni27.9Cu28.6Pr22.1,2.0,0.5
B0.5Al7.0Si3.0Ti53.0Ni18.5Cu15.0Hf3.0,2.0,B16.6Al15.2Si13.9Ti12.3Ni13.8Cu12.4Hf15.5,4.0,2.0
B4.0C4.0P12.0Fe65.0Co10.0Ga5.0,2.0,B16.8C17.7P22.0Fe16.2Co12.8Ga14.3,4.0,2.0
Fe58.0Ag42.0,0.0,Fe48.9Ag51.0,2.0,2.0
B22.0Fe67.0Ni5.0Y6.0,1.0,B19.4Fe27.3Ni32.1Y21.0,2.0,1.0
Si2.0Ti11.0Ni59.0Zr16.0Nb9.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
Al7.0Ni10.5Cu10.5Pr72.0,1.5,Al21.1Ni27.9Cu28.6Pr22.1,2.0,0.5
Al5.0Ti5.0Ni60.0Zr20.0Nb10.0,2.0,Al17.4Ti24.1Ni28.7Zr16.2Nb13.3,4.0,2.0
B4.0C4.0Si2.0P10.0Fe75.0Ga3.0Mo2.0,2.5,B18.7C13.1Si12.9P13.5Fe12.4Ga13.2Mo15.8,4.0,1.5
B5.5C5.0P12.0Cr4.0Fe65.5Ga4.0Mo4.0,3.0,B19.1C14.1P12.6Cr13.2Fe12.8Ga12.4Mo15.4,5.0,2.0
B19.200000762939453Si4.800000190734863Fe68.0999984741211Nb4.0Tb3.8399999141693115,3.5,B17.5Si27.1Fe22.8Nb18.0Tb14.3,5.0,1.5
Si2.0Ti16.0Ni59.0Zr20.0Sn3.0,3.0,Si17.8Ti25.3Ni26.9Zr16.7Sn13.1,5.0,2.0
B19.200000762939453Si4.800000190734863Fe57.599998474121094Co14.399999618530273Nb4.0,2.5,B17.5Si25.8Fe25.9Co17.6Nb12.9,5.0,2.5
B19.200000762939453Si4.800000190734863Fe68.0999984741211Nb4.0Tb3.8399999141693115,3.5,B17.5Si27.1Fe22.8Nb18.0Tb14.3,5.0,1.5
B20.0Fe70.0Y3.0Nb4.0Hf3.0,3.5,B17.8Fe27.9Y23.3Nb17.9Hf12.9,4.0,0.5
Cu20.0La80.0,0.0,Cu49.6La50.3,2.0,2.0
Si1.0Ti33.0Ni8.0Cu47.0Zr3.0Nb8.0,1.0,Si17.8Ti19.2Ni20.6Cu16.2Zr11.7Nb14.2,5.0,4.0
B19.200000762939453Si4.800000190734863Fe67.19999694824219Nb4.0Tb4.800000190734863,3.5,B17.5Si27.1Fe22.8Nb18.0Tb14.3,5.0,1.5
Si2.0Ti16.0Ni59.0Zr17.0Nb3.0Sn3.0,1.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,6.0
B4.0C4.0Si3.0P10.0Fe74.0Mo5.0,3.0,B20.9C18.6Si15.8P16.7Fe13.6Mo14.1,3.5,0.5
Be20.0Mg12.0Ni8.0Cu10.0Y2.0Zr36.0Nb12.0,5.0,Be20.8Mg13.1Ni13.6Cu13.6Y11.6Zr12.9Nb14.1,6.0,1.0
Si1.0Ti33.0Ni8.0Cu47.0Nb11.0,0.5,Si17.9Ti24.5Ni27.7Cu16.4Nb13.3,4.0,3.5
Si2.0Ti13.0Ni59.0Zr18.0Nb5.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
Si2.0Ti14.0Ni59.0Zr13.0Nb9.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
B19.200000762939453Si4.800000190734863Fe65.19999694824219Nb4.0Tb6.71999979019165,2.0,B17.5Si27.1Fe22.8Nb18.0Tb14.3,5.0,3.0
Si2.0Ti16.0Ni59.0Zr15.0Nb5.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
Be22.5C8.0Ti14.0Ni2.0Cu12.5Zr41.0,3.0,Be18.4C18.8Ti18.5Ni15.5Cu14.2Zr14.4,4.0,1.0
B4.0C4.0Si2.0P10.0Fe73.0Ga3.0Mo4.0,2.0,B18.7C13.1Si12.9P13.5Fe12.4Ga13.2Mo15.8,4.0,2.0
B1.0Si2.0Ti50.0Ni24.0Cu20.0Sn3.0,1.0,B19.8Si18.6Ti17.7Ni15.5Cu13.7Sn14.4,4.0,3.0
B24.0Si1.5Ti3.0Fe27.0Co40.0Zr3.0Mo1.5,1.5,B20.4Si13.0Ti13.0Fe12.6Co12.2Zr13.4Mo15.1,5.0,3.5
Ti10.0Cu35.0Zr30.0Ag25.0,2.0,Ti20.9Cu26.9Zr29.2Ag22.8,2.530066856463877,0.5300668564638769
B4.0C4.0Si3.0P10.0Fe74.0Mo5.0,3.0,B20.9C18.6Si15.8P16.7Fe13.6Mo14.1,3.5,0.5
Al5.0Ti7.5Ni60.0Zr20.0Nb7.5,2.0,Al17.4Ti24.1Ni28.7Zr16.2Nb13.3,4.0,2.0
Ti10.0Ni13.0Cu47.0Zr30.0,1.0,Ti21.5Ni26.9Cu28.9Zr22.6,3.0,2.0
Ti10.0Ni5.0Cu55.0Zr30.0,2.0,Ti21.5Ni26.9Cu28.9Zr22.6,3.0,1.0
Si1.0Ti33.0Ni8.0Cu47.0Zr3.0Nb8.0,1.0,Si17.8Ti19.2Ni20.6Cu16.2Zr11.7Nb14.2,5.0,4.0
Al7.0Ni10.5Cu10.5Pr72.0,1.5,Al21.1Ni27.9Cu28.6Pr22.1,2.0,0.5
Si20.0Cu29.0Ag5.0Au46.0,1.0,Si20.4Cu28.1Ag29.6Au21.8,2.0,1.0
Si3.0Ti11.0Ni59.0Zr19.0Nb6.0Sn2.0,5.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,2.0
Cu95.0Zr5.0,0.0,Cu46.2Zr53.7,2.0,2.0
Fe52.0Ag48.0,0.0,Fe48.9Ag51.0,2.0,2.0
Si1.0Ti33.0Ni8.0Cu47.0Zr3.0Nb8.0,1.0,Si17.8Ti19.2Ni20.6Cu16.2Zr11.7Nb14.2,5.0,4.0
Al7.0Ni10.5Cu10.5Pr72.0,1.5,Al21.1Ni27.9Cu28.6Pr22.1,2.0,0.5
Al9.300000190734863Fe4.650000095367432Cu21.299999237060547Zr57.599998474121094Ag7.0,4.0,Al17.3Fe24.6Cu28.7Zr15.9Ag13.2,5.0,1.0
Al10.0Cu19.0Zn1.0Ce70.0,1.0,Al21.0Cu27.7Zn28.9Ce22.2,2.0,1.0
Cu95.0Zr5.0,0.0,Cu46.2Zr53.7,2.0,2.0
B6.0C15.0Cr15.0Fe50.0Mo14.0,1.5,B17.6C25.9Cr24.4Fe18.0Mo13.8,4.0,2.5
B6.0C8.0P10.0Cr2.0Fe65.0Mo9.0,2.5,B19.1C19.2P17.7Cr15.7Fe13.8Mo14.1,4.0,1.5
B4.0C4.0Si3.0P10.0Fe77.0Mo2.0,2.5,B20.9C18.6Si15.8P16.7Fe13.6Mo14.1,3.5,1.0
B19.200000762939453Si4.800000190734863Fe21.600000381469727Ni50.400001525878906Nb4.0,2.5,B17.4Si25.8Fe26.2Ni17.5Nb12.9,4.0,1.5
B19.200000762939453Si4.800000190734863Fe57.599998474121094Co14.399999618530273Nb4.0,2.5,B17.5Si25.8Fe25.9Co17.6Nb12.9,5.0,2.5
Al8.0Si4.5Ti20.0Ni42.0Cu5.0Zr20.5,2.0,Al19.0Si17.8Ti19.2Ni16.0Cu13.1Zr14.7,4.0,2.0
B3.0C10.0P10.0Cr3.0Fe64.0Mo10.0,2.5,B19.1C19.2P17.7Cr15.7Fe13.8Mo14.1,4.0,1.5
Fe37.0Ag63.0,0.0,Fe48.9Ag51.0,2.0,2.0
Si2.0Ti14.0Ni59.0Zr13.0Nb9.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
B2.0C10.0P12.0Fe71.0Nb3.0Mo2.0,1.0,B17.2C20.1P20.5Fe16.2Nb12.3Mo13.4,4.0,3.0
B2.0C10.0P12.0Cr3.0Fe63.0Mo10.0,2.5,B19.1C19.2P17.7Cr15.7Fe13.8Mo14.1,4.0,1.5
Si3.0Ti13.0Ni59.0Zr16.0Nb7.0Sn2.0,5.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,2.0
B19.200000762939453Si4.800000190734863Fe28.799999237060547Ni43.20000076293945Nb4.0,3.0,B17.4Si25.8Fe26.2Ni17.5Nb12.9,4.0,1.0
Si2.0Ti13.0Ni59.0Zr14.0Nb9.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
B15.0Fe61.0Co7.0Y2.0Zr8.0Mo7.0,5.0,B15.8Fe15.0Co24.7Y16.3Zr13.2Mo14.6,8.0,3.0
B22.0Fe72.0Y3.0W3.0,1.0,B20.0Fe26.7Y31.1W22.0,2.0,1.0
Si2.0Ti13.0Ni59.0Zr17.0Nb6.0Sn3.0,3.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,4.0
B6.0C15.0Cr6.0Fe52.599998474121094Co5.849999904632568Mo14.0Er0.5,4.0,B18.4C15.3Cr11.9Fe12.9Co13.8Mo12.3Er15.1,4.300973862447199,0.3009738624471989
B22.0Fe68.0Ni4.0Y6.0,1.5,B19.4Fe27.3Ni32.1Y21.0,2.0,0.5
B22.0Fe72.0Y3.0W3.0,1.0,B20.0Fe26.7Y31.1W22.0,2.0,1.0
Fe50.0Ag50.0,0.0,Fe48.9Ag51.0,2.0,2.0
Si2.0Ti13.0Ni59.0Zr16.0Nb7.0Sn3.0,3.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,4.0
Si1.0Ti33.0Ni8.0Cu47.0Zr3.0Nb8.0,1.0,Si17.8Ti19.2Ni20.6Cu16.2Zr11.7Nb14.2,5.0,4.0
Be20.0Mg12.0Ni8.0Cu10.0Y2.0Zr36.0Nb12.0,5.0,Be20.8Mg13.1Ni13.6Cu13.6Y11.6Zr12.9Nb14.1,6.0,1.0
Si3.0Ti13.0Ni59.0Zr16.0Nb7.0Sn2.0,5.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,2.0
Si2.0Ti11.0Ni59.0Zr18.0Nb7.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
Si2.0Ti13.0Ni59.0Zr15.0Nb8.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
Be7.0Ti45.0Ni15.0Cu25.0Zr5.0Sn3.0,5.0,Be21.6Ti16.1Ni17.3Cu16.1Zr14.3Sn14.3,5.908807107872705,0.9088071078727049
Si1.0Ti33.0Ni8.0Cu47.0Zr3.0Nb8.0,1.0,Si17.8Ti19.2Ni20.6Cu16.2Zr11.7Nb14.2,5.0,4.0
B4.0C4.0Si3.0P10.0Fe79.0,1.0,B18.1C23.8Si25.4P18.5Fe13.9,3.0,2.0
B2.0C10.0P12.0Fe71.0Nb1.0Mo4.0,2.0,B17.2C20.1P20.5Fe16.2Nb12.3Mo13.4,4.0,2.0
Si2.0Ti9.0Ni59.0Zr21.0Nb6.0Sn3.0,3.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,4.0
B19.200000762939453Si4.800000190734863Fe14.399999618530273Co57.599998474121094Nb4.0,2.5,B17.5Si25.8Fe25.9Co17.6Nb12.9,5.0,2.5
B19.200000762939453Si4.800000190734863Fe71.0Nb4.0Tb0.9599999785423279,1.0,B17.5Si27.1Fe22.8Nb18.0Tb14.3,5.0,4.0
B19.200000762939453Si4.800000190734863Fe57.599998474121094Co14.399999618530273Nb4.0,2.5,B17.5Si25.8Fe25.9Co17.6Nb12.9,5.0,2.5
B2.0C19.0Cr6.0Fe52.599998474121094Co5.849999904632568Mo14.0Er0.5,2.0,B18.4C15.3Cr11.9Fe12.9Co13.8Mo12.3Er15.1,4.300973862447199,2.300973862447199
Si1.0Ti33.0Ni8.0Cu47.0Nb11.0,0.5,Si17.9Ti24.5Ni27.7Cu16.4Nb13.3,4.0,3.5
Mg11.5Ca30.799999237060547Cu7.699999809265137Ag50.0,1.0,Mg21.0Ca27.8Cu28.8Ag22.1,2.0,1.0
Si2.0Ti11.0Ni59.0Zr20.0Nb5.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
B2.0C10.0P12.0Fe71.0Nb1.0Mo4.0,2.0,B17.2C20.1P20.5Fe16.2Nb12.3Mo13.4,4.0,2.0
Ti43.099998474121094Ni9.0600004196167Cu36.20000076293945Zr9.59000015258789Sn1.9600000381469727,3.0,Ti17.9Ni23.9Cu28.2Zr15.9Sn13.9,5.0,2.0
Si2.0Ti11.0Ni59.0Zr18.0Nb7.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
B20.0Fe70.0Y3.0Nb4.0Hf3.0,3.5,B17.8Fe27.9Y23.3Nb17.9Hf12.9,4.0,0.5
B19.200000762939453Si4.800000190734863Fe68.0999984741211Nb4.0Tb3.8399999141693115,3.5,B17.5Si27.1Fe22.8Nb18.0Tb14.3,5.0,1.5
Ti10.0Ni5.0Cu55.0Zr30.0,2.0,Ti21.5Ni26.9Cu28.9Zr22.6,3.0,1.0
B4.0C4.0Si2.0P10.0Fe73.0Ga3.0Mo4.0,2.0,B18.7C13.1Si12.9P13.5Fe12.4Ga13.2Mo15.8,4.0,2.0
Al3.0Ni12.5Cu12.5Pr72.0,1.5,Al21.1Ni27.9Cu28.6Pr22.1,2.0,0.5
Si2.0Ti16.0Ni59.0Zr11.0Nb9.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
B19.200000762939453Si4.800000190734863Fe65.19999694824219Nb4.0Tb6.71999979019165,2.0,B17.5Si27.1Fe22.8Nb18.0Tb14.3,5.0,3.0
Al10.0Cu19.0Zn1.0Ce70.0,1.0,Al21.0Cu27.7Zn28.9Ce22.2,2.0,1.0
Ti45.0Ni7.199999809265137Cu37.79999923706055Zr10.0,1.0,Ti21.5Ni26.9Cu28.9Zr22.6,3.0,2.0
Fe58.0Ag42.0,0.0,Fe48.9Ag51.0,2.0,2.0
Mg65.0Cu20.0Zn5.0Y10.0,1.0,Mg19.1Cu27.9Zn31.9Y20.9,2.0,1.0
Mg15.399999618530273Ca30.700000762939453Cu7.699999809265137Ag46.20000076293945,0.8,Mg21.0Ca27.8Cu28.8Ag22.1,2.0,1.2
Si2.0Ti16.0Ni59.0Zr17.0Nb3.0Sn3.0,1.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,6.0
Si2.0Ti13.0Ni59.0Zr15.0Nb8.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
Mg11.5Ca30.799999237060547Cu7.699999809265137Ag50.0,1.0,Mg21.0Ca27.8Cu28.8Ag22.1,2.0,1.0
Al8.0Ti20.0Ni42.0Cu5.0Zr25.0,0.5,Al17.7Ti24.3Ni28.3Cu16.2Zr13.3,5.0,4.5
Fe87.0Zr13.0,0.0,Fe47.4Zr52.5,2.0,2.0
Cu20.0La80.0,0.0,Cu49.6La50.3,2.0,2.0
Ti44.099998474121094Ni7.059999942779541Cu37.0Zr9.800000190734863Sn2.0,2.0,Ti17.9Ni23.9Cu28.2Zr15.9Sn13.9,5.0,3.0
Ti44.099998474121094Ni7.050000190734863Cu37.0Zr9.800000190734863Sn2.0,2.0,Ti17.9Ni23.9Cu28.2Zr15.9Sn13.9,5.0,3.0
Ti47.5Ni7.5Cu42.5Zr2.5,1.5,Ti21.5Ni26.9Cu28.9Zr22.6,3.0,1.5
Si2.0Ti13.0Ni59.0Zr15.0Nb8.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
Mg65.0Cu20.0Zn5.0Y10.0,1.0,Mg19.1Cu27.9Zn31.9Y20.9,2.0,1.0
B22.0Fe68.0Ni4.0Y6.0,1.5,B19.4Fe27.3Ni32.1Y21.0,2.0,0.5
Be22.5C8.0Ti14.0Ni2.0Cu12.5Zr41.0,3.0,Be18.4C18.8Ti18.5Ni15.5Cu14.2Zr14.4,4.0,1.0
Si2.0Ti11.0Ni59.0Zr17.0Nb8.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
Si2.0Ti11.0Ni59.0Zr19.0Nb6.0Sn3.0,3.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,4.0
Mg15.399999618530273Ca23.100000381469727Cu7.699999809265137Ag53.79999923706055,0.5,Mg21.0Ca27.8Cu28.8Ag22.1,2.0,1.5
B19.200000762939453Si4.800000190734863Fe7.199999809265137Co64.80000305175781Nb4.0,2.0,B17.5Si25.8Fe25.9Co17.6Nb12.9,5.0,3.0
Fe50.0Ag50.0,0.0,Fe48.9Ag51.0,2.0,2.0
Si1.0Ti33.0Ni8.0Cu47.0Nb11.0,0.5,Si17.9Ti24.5Ni27.7Cu16.4Nb13.3,4.0,3.5
Ti10.0Cu35.0Zr30.0Ag25.0,2.0,Ti20.9Cu26.9Zr29.2Ag22.8,2.530066856463877,0.5300668564638769
B19.200000762939453Si4.800000190734863Fe57.599998474121094Co14.399999618530273Nb4.0,2.5,B17.5Si25.8Fe25.9Co17.6Nb12.9,5.0,2.5
Si20.0Cu29.0Ag5.0Au46.0,1.0,Si20.4Cu28.1Ag29.6Au21.8,2.0,1.0
Al8.0Si4.5Ti20.0Ni42.0Cu5.0Zr20.5,2.0,Al19.0Si17.8Ti19.2Ni16.0Cu13.1Zr14.7,4.0,2.0
B19.200000762939453Si4.800000190734863Fe71.0Nb4.0Tb0.9599999785423279,1.0,B17.5Si27.1Fe22.8Nb18.0Tb14.3,5.0,4.0
B6.0C15.0Cr15.0Co50.0Mo14.0,2.0,B17.5C25.9Cr24.5Co18.0Mo13.8,4.0,2.0
B5.5C5.0P12.0Cr4.0Fe65.5Ga4.0Mo4.0,3.0,B19.1C14.1P12.6Cr13.2Fe12.8Ga12.4Mo15.4,5.0,2.0
Mg7.699999809265137Ca30.799999237060547Cu7.699999809265137Ag53.79999923706055,0.3,Mg21.0Ca27.8Cu28.8Ag22.1,2.0,1.7
B2.0C19.0Cr15.0Fe49.0Mo14.0Er1.0,3.0,B19.5C19.4Cr16.9Fe16.2Mo13.8Er13.9,4.0,1.0
Si1.0Ti33.0Ni8.0Cu47.0Zr5.0Nb6.0,2.0,Si17.8Ti19.2Ni20.6Cu16.2Zr11.7Nb14.2,5.0,3.0
Ni50.0Nd50.0,0.0,Ni50.0Nd49.9,2.5,2.5
B19.200000762939453Si4.800000190734863Fe21.600000381469727Ni50.400001525878906Nb4.0,2.5,B17.4Si25.8Fe26.2Ni17.5Nb12.9,4.0,1.5
Fe52.0Ag48.0,0.0,Fe48.9Ag51.0,2.0,2.0
Al8.0Si3.5Ti20.0Ni42.0Cu5.0Zr21.5,2.5,Al19.0Si17.8Ti19.2Ni16.0Cu13.1Zr14.7,4.0,1.5
Cu45.0Zr15.0Ag10.0Hf30.0,2.0,Cu21.7Zr27.4Ag27.9Hf22.8,2.5,0.5
Ti44.099998474121094Ni7.050000190734863Cu37.0Zr9.800000190734863Sn2.0,2.0,Ti17.9Ni23.9Cu28.2Zr15.9Sn13.9,5.0,3.0
Al5.0Ti7.5Ni60.0Zr20.0Nb7.5,2.0,Al17.4Ti24.1Ni28.7Zr16.2Nb13.3,4.0,2.0
B19.200000762939453Si4.800000190734863Fe14.399999618530273Co57.599998474121094Nb4.0,2.5,B17.5Si25.8Fe25.9Co17.6Nb12.9,5.0,2.5
Fe58.0Ag42.0,0.0,Fe48.9Ag51.0,2.0,2.0
Al10.0Ni10.0Cu20.0Ce60.0,1.0,Al21.1Ni27.8Cu28.7Ce22.2,2.0,1.0
B19.200000762939453Si4.800000190734863Fe70.0Nb4.0Tb1.9199999570846558,2.5,B17.5Si27.1Fe22.8Nb18.0Tb14.3,5.0,2.5
B5.0C7.0Si3.299999952316284P8.699999809265137Fe75.0Ga1.0,3.0,B20.5C19.7Si16.3P16.1Fe13.5Ga13.6,4.0,1.0
Fe87.0Zr13.0,0.0,Fe47.4Zr52.5,2.0,2.0
Si2.0Ti16.0Ni59.0Zr17.0Nb3.0Sn3.0,1.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,6.0
Mg15.399999618530273Ca30.700000762939453Cu7.699999809265137Ag46.20000076293945,0.8,Mg21.0Ca27.8Cu28.8Ag22.1,2.0,1.2
Si2.0Ti16.0Ni59.0Zr20.0Sn3.0,3.0,Si17.8Ti25.3Ni26.9Zr16.7Sn13.1,5.0,2.0
Si2.0Ti11.0Ni59.0Zr17.0Nb8.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
B6.0C15.0Cr4.0Fe60.5Mo14.0Er0.5,3.0,B19.5C19.4Cr16.9Fe16.2Mo13.8Er13.9,4.0,1.0
Si2.0Ti11.0Ni59.0Zr18.0Nb7.0Sn3.0,2.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,5.0
B6.0C8.0P10.0Cr2.0Fe65.0Mo9.0,2.5,B19.1C19.2P17.7Cr15.7Fe13.8Mo14.1,4.0,1.5
B6.0C15.0Cr15.0Fe50.0Mo14.0,1.5,B17.6C25.9Cr24.4Fe18.0Mo13.8,4.0,2.5
B4.0C4.0Si2.0P10.0Fe74.0Ga2.0Mo4.0,1.5,B18.7C13.1Si12.9P13.5Fe12.4Ga13.2Mo15.8,4.0,2.5
Si2.0Ti11.0Ni59.0Zr19.0Nb6.0Sn3.0,3.0,Si17.1Ti17.2Ni21.9Zr16.3Nb12.7Sn14.5,7.0,4.0
Fe66.69999694824219Tb33.29999923706055,0.0,Fe50.3Tb49.6,2.5646646622156117,2.5646646622156117
B4.0C4.0Si2.0P10.0Fe74.0Ga2.0Mo4.0,1.5,B18.7C13.1Si12.9P13.5Fe12.4Ga13.2Mo15.8,4.0,2.5
B4.0C4.0Si3.0P10.0Fe78.0Mo1.0,1.5,B20.9C18.6Si15.8P16.7Fe13.6Mo14.1,3.5,2.0
B5.0C7.0Si3.299999952316284P8.699999809265137Fe75.0Ga1.0,3.0,B20.5C19.7Si16.3P16.1Fe13.5Ga13.6,4.0,1.0
B0.5Al7.0Si3.0Ti53.0Ni18.5Cu15.0Hf3.0,2.0,B16.6Al15.2Si13.9Ti12.3Ni13.8Cu12.4Hf15.5,4.0,2.0
B19.200000762939453Si4.800000190734863Fe67.19999694824219Nb4.0Tb4.800000190734863,3.5,B17.5Si27.1Fe22.8Nb18.0Tb14.3,5.0,1.5
Al10.0Cu19.0Zn1.0Ce70.0,1.0,Al21.0Cu27.7Zn28.9Ce22.2,2.0,1.0
B19.200000762939453Si4.800000190734863Fe67.19999694824219Nb4.0Tb4.800000190734863,3.5,B17.5Si27.1Fe22.8Nb18.0Tb14.3,5.0,1.5
Al8.0Ni3.0Cu19.0Zr70.0,0.2,Al19.6Ni27.6Cu31.1Zr21.5,2.0,1.8
